https://nvd.nist.gov/vuln/detail/CVE-2021-0301,"in ged, there is a possible out of bounds write due to a missing bounds check. this could lead to local escalation of privilege with system execution privileges needed. user interaction is not needed for exploitation. product: android; versions: android soc; android id: a-172514667."
https://nvd.nist.gov/vuln/detail/CVE-2021-0308,"in readlogicalparts of basicmbr.cc, there is a possible out of bounds write due to a missing bounds check. this could lead to local escalation of privilege with no additional execution privileges needed. user interaction is not needed for exploitation. product: android; versions: android-8.1, android-9, android-10, android-11, android-8.0; android id: a-158063095."
https://nvd.nist.gov/vuln/detail/CVE-2021-0311,"in elementarystreamqueue::dequeueaccessunith264() of esqueue.cpp, there is a possible out of bounds write due to a missing bounds check. this could lead to remote information disclosure with no additional execution privileges needed. user interaction is needed for exploitation. product: android; versions: android-9, android-10, android-11, android-8.0, android-8.1; android id: a-170240631."
https://nvd.nist.gov/vuln/detail/CVE-2021-0312,"in wavsource::read of wavextractor.cpp, there is a possible out of bounds write due to an integer overflow. this could lead to remote information disclosure with no additional execution privileges needed. user interaction is needed for exploitation. product: android; versions: android-8.1, android-9, android-10, android-11, android-8.0; android id: a-170583712."
https://nvd.nist.gov/vuln/detail/CVE-2021-0316,"in avrc_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible out of bounds write due to a missing bounds check. this could lead to remote code execution over bluetooth with no additional execution privileges needed. user interaction is not needed for exploitation. product: android; versions: android-11, android-8.0, android-8.1, android-9, android-10; android id: a-168802990."
https://nvd.nist.gov/vuln/detail/CVE-2021-0318,"in appendeventstocachelocked of sensoreventconnection.cpp, there is a possible out of bounds write due to a use-after-free. this could lead to local escalation of privilege with no additional execution privileges needed. user interaction is not needed for exploitation. product: android; versions: android-9, android-8.1, android-10, android-11; android id: a-168211968."
https://nvd.nist.gov/vuln/detail/CVE-2017-0306,"an elevation of privilege vulnerability in the nvidia gpu driver could enable a local malicious application to execute arbitrary code within the context of the kernel. this issue is rated as critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. product: android. versions: kernel-3.10. android id: a-34132950. references: n-cve-2017-0306."
https://nvd.nist.gov/vuln/detail/CVE-2017-0325,an elevation of privilege vulnerability in the nvidia i2c hid driver could enable a local malicious application to execute arbitrary code within the context of the kernel. this issue is rated as high because it first requires compromising a privileged process. product: android. versions: kernel 3.10 and kernel 3.18. android id: a-33040280. references: n-cve-2017-0325.
https://nvd.nist.gov/vuln/detail/CVE-2017-0327,an elevation of privilege vulnerability in the nvidia crypto driver could enable a local malicious application to execute arbitrary code within the context of the kernel. this issue is rated as high because it first requires compromising a privileged process. product: android. versions: kernel 3.10. android id: a-33893669. references: n-cve-2017-0327.
https://nvd.nist.gov/vuln/detail/CVE-2017-0332,an elevation of privilege vulnerability in the nvidia crypto driver could enable a local malicious application to execute arbitrary code within the context of the kernel. this issue is rated as high because it first requires compromising a privileged process. product: android. versions: kernel 3.10. android id: a-33812508. references: n-cve-2017-0332.
https://nvd.nist.gov/vuln/detail/CVE-2017-0340,an elevation of privilege vulnerability in the nvidia libnvparser component due to a memcpy into a fixed sized buffer with a user-controlled size could lead to a memory corruption and possible remote code execution. this issue is rated as high. product: android. version: n/a. android id: a-33968204. references: n-cve-2017-0340.
https://nvd.nist.gov/vuln/detail/CVE-2017-0405,"a remote code execution vulnerability in surfaceflinger could enable an attacker using a specially crafted file to cause memory corruption during media file and data processing. this issue is rated as critical due to the possibility of remote code execution within the context of the surfaceflinger process. product: android. versions: 7.0, 7.1.1. android id: a-31960359."
https://nvd.nist.gov/vuln/detail/CVE-2017-0406,"a remote code execution vulnerability in mediaserver could enable an attacker using a specially crafted file to cause memory corruption during media file and data processing. this issue is rated as critical due to the possibility of remote code execution within the context of the mediaserver process. this affects the libhevc library. product: android. versions: 6.0, 6.0.1, 7.0, 7.1.1. android id: a-32915871."
